StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,Q5,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,Q7,Q8,Q9,Q37_First Click,Q37_Last Click,Q37_Page Submit,Q37_Click Count,Q32,Q11,Q12_First Click,Q12_Last Click,Q12_Page Submit,Q12_Click Count,Q13,Q14,Q15,Q16_First Click,Q16_Last Click,Q16_Page Submit,Q16_Click Count,Q17,Q18,Q19_First Click,Q19_Last Click,Q19_Page Submit,Q19_Click Count,MTurkCode
4/8/18 15:50,4/8/18 15:56,0,67.10.52.16,100,391,1,4/8/18 15:56,R_7OhW7zUwuuMQdxf,,,,,25.97599792,-97.54199982,anonymous,EN,2,44,18.149,43.528,54.232,5,5,1,8.581,14.152,14.757,4,1,,,3.198,148.003,192.663,7,Heavy rains and flooding in southern California and snow in the higher elevations and a cold front moving in behind it.,2,2.278,2.278,4.285,1,1,1,1,4.974,15.325,16.403,5,1,1,5.418,9.462,10.533,3,1450943
4/8/18 15:51,4/8/18 15:56,0,136.60.169.145,100,298,1,4/8/18 15:56,R_3NRpC9NvWX695w1,,,,,40.75979614,-111.8626022,anonymous,EN,1,45,1.13,4.585,5.751,3,3,2,1.502,2.768,4.157,2,,1,,194.686,195.953,197.039,2,It was about ISIS and they interviewed two members of ISIS. They asked them how they joined ISIS and how they felt about killing innocent people.,4,3.824,3.824,5.193,1,2,2,2,4.063,14.091,17.747,4,5,5,2.91,4.569,6.008,2,81569145
4/8/18 15:51,4/8/18 15:56,0,99.7.141.59,100,321,1,4/8/18 15:56,R_3oQNh7N9setUL1e,,,,,37.99119568,-121.8097992,anonymous,EN,2,5,8.34,13.205,14.16,4,3,2,2.829,6.679,7.889,3,,1,,4.585,204.117,205.049,7,There were two Isil members imprisoned that were being interviewed.  They gave a brief account on why they were doing what they were doing.,4,3.571,3.571,5.093,1,2,2,3,11.503,24.503,25.396,6,5,5,4.794,9.421,11.011,3,93357554
4/8/18 15:50,4/8/18 15:56,0,117.221.137.232,100,343,1,4/8/18 15:56,R_ROkTtimxKdxtG0N,,,,,11.3500061,77.73330688,anonymous,EN,1,32,1.6,6.826,9.021,3,5,2,2.414,39.732,41.143,4,1,,,92.706,92.706,145.085,1,There is a heavy rainfall will continue through late Thursday night as a storm moves through Southern California.,2,17.282,17.282,18.892,1,3,2,2,3.729,5.195,7.658,3,3,2,2.339,3.308,4.463,2,10955351
4/8/18 15:52,4/8/18 15:56,0,157.50.215.40,100,278,1,4/8/18 15:56,R_2R4BjB2eu3taF8w,,,,,13.08329773,80.28329468,anonymous,EN,1,14,3.101,4.615,6.316,3,2,1,0.987,2.067,4.269,2,1,,,5.319,5.319,151.109,1,wXYSGewXYSGewXYSGewXYSGewXYSGewXYSGewXYSGewXYSGewXYSGe,1,1.305,1.902,3.345,2,1,5,1,10.211,15.963,17.903,8,1,1,0,0,22.768,0,99657249
4/8/18 15:50,4/8/18 15:56,0,24.119.131.42,100,398,1,4/8/18 15:56,R_23ep1L2LtxJqwjT,,,,,33.75680542,-90.72969818,anonymous,EN,2,37,1.497,15.672,16.715,3,7,2,1.65,2.814,3.771,2,,1,,195.02,195.02,196.98,1,The video showed two guys who were captured for killing innocent people. Their statement was they did what they were told to do and no justification. They said that Americans have destroyed them and other countries and would fight back if given the opportunity.,4,5.997,5.997,11.901,1,2,2,3,11.656,23.937,26.896,4,4,5,4.162,8.71,11.534,2,24775039
4/8/18 15:51,4/8/18 15:56,0,69.170.220.115,100,322,1,4/8/18 15:56,R_3plshlW5ygK93Vr,,,,,39.02890015,-104.4830017,anonymous,EN,1,6,0.986,4.518,5.734,4,7,1,3.874,5.456,7.074,2,1,,,186.124,186.124,187.438,1,It was a California meteorologist reporting on the weather. His name was Craig and he was a pleasant weatherman. ,2,1.712,1.712,3.284,1,5,5,5,6.492,15.97,17.342,5,5,5,2.666,6.026,7.482,2,30232575
4/8/18 15:50,4/8/18 15:56,0,76.117.182.123,100,402,1,4/8/18 15:56,R_3LbWtX2f8526eAw,,,,,40.77119446,-74.20680237,anonymous,EN,2,25,3.07,11.247,13.231,3,5,2,1.509,3.648,5.532,2,,,1,69.268,162.703,192.07,2,This was some news about the United States sending military help and troops to help battle ISIS groups in northern Syria.,1,2.929,2.929,8.309,1,2,2,3,3.173,25.664,26.478,7,4,3,3.279,8.888,10.759,3,65980258
4/8/18 15:52,4/8/18 15:56,0,23.112.114.15,100,272,1,4/8/18 15:56,R_723nx0g94vppvPz,,,,,28.53109741,-80.85230255,anonymous,EN,1,10,1.13,3.312,4.239,4,5,2,1.179,3.397,4.521,2,1,,,181.463,183.09,183.502,3,THE VIDEO WAS ABOUT HEAVY RAINFALL IN CALIFORNIA. THE VIDEO ALSO MENTIONED FLASH FLOODING.,2,2.086,2.086,3.53,1,3,3,5,3.258,12.665,14.165,4,5,5,2.926,7.013,8.433,4,27413763
4/8/18 15:52,4/8/18 15:56,0,24.110.33.14,100,279,1,4/8/18 15:56,R_0esFcvlc5nRJqvL,,,,,29.30050659,-81.19480133,anonymous,EN,1,10,7.677,12.447,13.564,5,5,2,2.306,4.942,5.78,2,,,1,137.424,138.581,139.98,2,"It was a story about the US possibly upping the number of troops in Syria.  There were a lot of battle scenes included, as well as a possibility of the US, Turkey and Russia uniting in the battle against ISIS.",1,1.971,1.971,3.98,1,1,2,2,2.445,15.147,16.207,4,5,5,12.685,17.847,18.751,2,55405679
4/8/18 15:49,4/8/18 15:56,0,68.10.185.74,100,428,1,4/8/18 15:56,R_3IT8QfwCHYjC8zn,,,,,37.06269836,-76.40519714,anonymous,EN,2,47,2.524,5.939,7.116,3,3,2,0.963,3.074,3.831,2,,,1,115.724,135.877,139.98,4,US Marines are heading to Syria to help fight Isis and they are hoping to send more troops in the coming weeks. ,1,1.53,1.53,2.884,1,2,3,2,3.835,13.971,15.094,4,3,5,2.67,5.35,6.115,2,51365853
4/8/18 15:51,4/8/18 15:56,0,108.227.104.140,100,325,1,4/8/18 15:56,R_1OxE7k2X5zHkJFx,,,,,33.80110168,-87.27980042,anonymous,EN,2,1,5.397,12.542,13.644,4,3,2,1.276,6.155,8.245,3,1,,,4.441,200.064,201.956,5,There was going to be a lot of rain in most of California with flash flood warnings.,2,2.973,2.973,4.801,1,1,3,3,6.238,22.263,23.548,5,5,5,4.796,11.798,13.131,4,2820396
4/8/18 15:51,4/8/18 15:56,0,24.115.4.204,100,310,1,4/8/18 15:56,R_2v0RAZR8pYzRDLm,,,,,40.78179932,-75.98699951,anonymous,EN,2,39,0.797,2.778,7.398,4,3,2,3.027,4.786,5.507,5,,1,,198.348,199.722,200.511,4,The topic that was discussed was two prisoners that belonged to ISIL. It also described what is going on in the middle east. ,4,4.722,4.733,5.891,2,1,1,2,2.512,12.421,13.748,10,4,3,4.023,12.256,13.046,5,44334261
4/8/18 15:51,4/8/18 15:56,0,172.73.12.254,100,342,1,4/8/18 15:56,R_3rTznQy3LNyjoCB,,,,,35.32839966,-80.74590302,anonymous,EN,2,28,0.63,7.609,9.981,5,7,2,1.545,3.122,3.798,5,1,,,198.373,200.015,200.742,4,They discussed the seester and how it was lots of rain in the forecast and a little snow in some of the mountain areas. ,2,2.222,2.23,3.301,2,2,2,3,6.022,20.803,21.477,12,5,5,6.784,12.565,13.016,6,65670560
4/8/18 15:50,4/8/18 15:56,0,173.239.228.60,100,389,1,4/8/18 15:56,R_2s6KWSPR4OUclAO,,,,,37.33880615,-121.8914032,anonymous,EN,1,5,1.6,5.201,7.262,2,5,2,7.804,11.545,13.313,2,,1,,201.348,201.348,203.161,1,Young Muslims are recruited into Isis and told they will help establish God's rule according to their prophet/leader. They were told to bomb roads killing military and civilian targets to destabilize security and stop the government.,4,6.852,6.852,9.391,1,2,2,2,11.632,23.146,24.987,3,5,5,7.378,12.481,14.466,2,15086043
4/8/18 15:49,4/8/18 15:56,0,99.46.169.184,100,444,1,4/8/18 15:56,R_vuf5yQeVjSLCgsp,,,,,29.73460388,-95.41600037,anonymous,EN,2,44,0.832,2.83,3.452,5,3,2,1.554,3.766,4.964,3,,1,,214.102,214.102,215.166,1,Two captured ISIS militants were interviewed and asked questions about how they got involved in ISIS.  They were ordered by their leader to deliver explosives and midnwashed into thinking they would take over the world.,4,2.698,2.698,3.402,1,2,1,3,2.818,9.77,10.692,5,3,5,2.916,8.382,8.678,6,15095885
4/8/18 15:49,4/8/18 15:56,0,117.221.138.133,100,419,1,4/8/18 15:56,R_29b07Dwix6z12vh,,,,,11.3500061,77.73330688,anonymous,EN,1,10,25.469,32.592,34.129,3,5,1,7.252,9.404,11.118,2,,1,,89.067,89.067,133.743,1,the men are terrorist he  a danger and he is arrested,4,15.52,15.52,17.106,1,1,1,3,4.336,9.088,11.463,4,1,1,3.559,5.071,6.729,2,53239343
4/8/18 15:51,4/8/18 15:56,0,105.159.227.112,100,330,1,4/8/18 15:56,R_3iy8tlKLK4OfV2u,,,,,33.59280396,-7.61920166,anonymous,EN,1,47,13.417,19.858,21.111,3,5,1,10.36,14.523,19.286,9,,,1,10.146,130.225,132.402,4,the topic was about Isis in Syria and it relation with Russia,1,10.473,10.505,12.656,2,3,2,3,7.511,13.465,14.843,10,4,2,7.725,12.587,13.679,7,59777102
4/8/18 15:49,4/8/18 15:56,0,122.174.242.3,100,429,1,4/8/18 15:56,R_3q84JWfM2N36jSo,,,,,11.25,75.76669312,anonymous,EN,1,15,0.658,5.7,6.999,3,7,1,1.474,7.53,10.252,3,1,,,13.808,148.592,186.081,7,This Video About Heavy rainfall will continue through late Thursday night as a storm moves through Southern California. Then the told Exact Condition Of Weather,2,5.852,5.852,8.334,1,2,3,1,14.933,31.829,35.186,4,2,1,5.55,17.175,18.1,3,20035830
4/8/18 15:51,4/8/18 15:56,0,174.96.226.62,100,308,1,4/8/18 15:56,R_CfTTNUC3vf9jLSV,,,,,41.39889526,-83.65390015,anonymous,EN,1,30,2.808,5.903,7.062,4,5,2,3.568,5.375,6.353,2,,1,,193.988,193.988,195.727,1,They interviewed two ISIL prisoners and spoke to them about their motivations.,4,4.225,4.225,8.715,1,3,2,3,2.929,9.85,11.736,3,4,3,2.859,8.037,9.459,2,97581628
4/8/18 15:51,4/8/18 15:57,0,107.3.3.205,100,303,1,4/8/18 15:57,R_D979mURbiePgR6F,,,,,44.45239258,-73.18409729,anonymous,EN,1,46,1.187,3.963,6.009,3,5,2,2.138,5.811,7.189,2,,,1,94.746,96.441,149.766,2,The news story detailed the ongoing arrival of US troops to fight ISIS and the confusion around whether the Turks or the Kurds should be leading the fight. ,1,2.31,2.31,6.692,1,3,3,4,4.521,11.74,13.618,3,3,3,2.708,7.37,8.253,2,21644216
4/8/18 15:52,4/8/18 15:57,0,68.8.4.23,100,247,1,4/8/18 15:57,R_ykm6ROGSsLr1zNL,,,,,32.69580078,-117.1188965,anonymous,EN,1,5,0.666,2.396,3.406,3,5,2,1.764,3.604,4.732,2,,,1,142.322,142.322,143.11,1,The US has deployed more conventional troops such as Marines from San Diego to combat ISIS. The US and Russia are attempting to get Turkish allies to collaborate in the fight against ISIS amid political dispute.,1,1.562,1.562,3.804,1,3,3,3,1.914,6.898,7.944,3,5,5,2.846,5.876,7.112,2,24259691
4/8/18 15:50,4/8/18 15:57,0,67.205.175.121,100,380,1,4/8/18 15:57,R_3ncHzOAQlj310TY,,,,,40.79040527,-74.02459717,anonymous,EN,2,27,3.299,18.351,22.562,4,5,2,2.656,5.715,6.984,2,,1,,166.445,166.445,167.508,1,Interviews with Islamic State militants in a prison to learn more about their why they joined ISIL. They are asked about their backgrounds and how they came to join the militant group.,4,4.324,4.324,5.777,1,1,1,2,38.658,54.432,55.624,8,2,4,3.97,7.215,9.21,2,62604180
4/8/18 15:52,4/8/18 15:57,0,66.220.190.70,100,302,1,4/8/18 15:57,R_2BfFfzRXiKAsrk4,,,,,31.19299316,-83.84339905,anonymous,EN,1,11,1.498,3.424,4.828,3,5,2,1.894,1.894,6.335,1,,1,,6.758,6.758,199.016,1,The video was about an interview with two men who were part of a sleeper cell and them speaking about the purpose behind their actions.,4,3.579,3.579,5.977,1,5,3,5,6.014,15.741,17.249,5,5,5,4.386,9.456,11.892,4,48022240
4/8/18 15:51,4/8/18 15:57,0,142.129.109.174,100,339,1,4/8/18 15:57,R_3fMINbNdJ6P8P77,,,,,34.07640076,-118.2626038,anonymous,EN,2,5,7.573,8.424,11.4,3,5,2,5.189,6.96,8.365,2,1,,,235.63,235.63,237.214,1,A talk of the weather coming forward. As well as it might be a storm.,2,2.22,2.22,4.12,1,1,1,2,7.37,14.593,15.689,5,4,4,2.598,4.774,6.103,2,8843760
4/8/18 15:51,4/8/18 15:57,0,40.133.166.32,100,361,1,4/8/18 15:57,R_3qkUDcnsEkXBtNr,,,,,41.31340027,-81.49739838,anonymous,EN,2,30,0.628,1.948,3.634,3,4,1,1.369,3.816,4.788,2,1,,,181.445,181.445,185.495,1,"The video was a segment of the weather forecast in southern California, predicting heavy rain showers and muggy weather.",2,1.201,1.201,3.188,1,3,3,4,6.732,20.098,21.528,6,5,4,2.639,7.654,10.633,2,741605
4/8/18 15:53,4/8/18 15:57,0,45.26.12.184,100,237,1,4/8/18 15:57,R_1hQZjlO1k1XBiLR,,,,,32.9223938,-83.55049896,anonymous,EN,1,11,0.731,4.963,5.283,4,5,2,1.378,3.314,4.524,2,,,1,31.232,32.129,133.313,2,"The topic of the video was troops moving into Raqqa, Syria and how both sides are preparing for a fight in that area.",1,2.162,2.162,5.699,1,4,2,4,3.055,13.966,15.053,5,5,5,2.855,4.975,5.743,3,99609950
4/8/18 15:52,4/8/18 15:57,0,72.10.212.194,100,263,1,4/8/18 15:57,R_Bz7x8kNLdhzInU5,,,,,43.33760071,-74.95359802,anonymous,EN,2,27,1.206,5.479,6.492,4,3,2,1.7,3.071,4.316,2,,,1,161.984,161.984,163.398,1,They were discussing the ongoing fighting in Syria. The US is considering sending more troops to fight. ,1,5.478,5.478,8.333,1,2,2,4,7.148,14.293,15.364,3,5,5,3.567,10.849,12.032,4,38741996
4/8/18 15:52,4/8/18 15:57,0,72.211.188.61,100,266,1,4/8/18 15:57,R_3EujHQA6wfU2nWh,,,,,33.76939392,-112.2481995,anonymous,EN,2,3,1.282,3.046,4.31,3,2,2,1.714,3.798,4.956,2,1,,,162.28,162.28,181.328,1,It was a weather report for southern California.  They were reporting a lot of rain and possibility of flooding.,2,1.964,1.964,3.674,1,2,4,2,2.996,9.61,10.842,3,5,4,3.69,5.824,6.786,2,96087345
4/8/18 15:52,4/8/18 15:57,0,73.165.214.193,100,286,1,4/8/18 15:57,R_28AjbQF0E1WTYM4,,,,,39.75830078,-75.49990082,anonymous,EN,1,8,1.636,5.645,6.963,3,5,2,2.573,6.205,7.957,2,1,,,142.56,142.56,144.263,1,A detailed description of  weather forecast. The meteorologist was talking about how they expected high chances of rain. ,2,5.47,5.47,7.148,1,1,1,1,1.445,14.916,15.478,7,4,2,1.085,9.292,10.407,4,66277391
4/8/18 15:53,4/8/18 15:57,0,76.112.241.147,100,220,1,4/8/18 15:57,R_cRNLWAX4g1taPhn,,,,,42.66439819,-83.2303009,anonymous,EN,1,35,0.784,7.496,8.626,3,5,2,1.355,2.749,4.006,2,,,1,123.756,123.756,134.065,1,A military operation in Syria involving several rebel groups as well as allied forces is getting underway.  American forces from the marines and special forces are being sent in to help out.,1,3.639,3.639,4.822,1,2,2,2,2.716,8.813,9.665,3,2,3,3.743,7.471,7.819,3,24151730
4/8/18 15:51,4/8/18 15:57,0,173.94.144.4,100,348,1,4/8/18 15:57,R_1Cd2INyaTVPKiRM,,,,,36.4992981,-80.6072998,anonymous,EN,2,28,1.429,11.225,12.048,6,3,2,8.968,12.779,13.802,2,,1,,211.166,211.166,213.028,1,Inside the minds of those who joined the Islamic state and what encouraged them to join. ,4,5.205,5.205,10.539,1,1,1,1,5.609,15.857,16.953,4,3,5,5.067,9.231,12.715,2,66411876
4/8/18 15:52,4/8/18 15:57,0,50.82.132.146,100,321,1,4/8/18 15:57,R_1BWXYepx16RuKjl,,,,,33.4151001,-111.5495987,anonymous,EN,2,3,7.318,8.862,14.046,4,3,2,1.678,9.978,13.31,5,,,1,156.002,156.305,158.648,2,Talk about moving more troops into Syria to help fight Isis,1,5.463,5.629,12.495,2,2,2,5,7.379,20.494,24.916,9,3,3,6.661,12.817,14.223,5,26261227
4/8/18 15:53,4/8/18 15:57,0,72.202.201.65,100,225,1,4/8/18 15:57,R_3IXCFU2SJGJUoyQ,,,,,35.95429993,-93.97949982,anonymous,EN,2,4,4.093,6.693,7.997,3,7,2,1.685,4.549,5.728,3,,,1,2.52,134.932,136.694,4,American military is helping anti-ISIS combatants in Raqqa. They are also holding talks with other countries that is also fighting in the area.,1,1.68,1.68,3.354,1,2,3,4,2.915,9.745,10.772,5,5,5,2.058,6.023,7.087,4,41222127
4/8/18 15:50,4/8/18 15:57,0,157.50.20.188,100,406,1,4/8/18 15:57,R_A7246PqVddivEuR,,,,,13.08329773,80.28329468,anonymous,EN,1,2,3.047,5.657,6.765,3,5,1,1.378,2.154,3.599,2,,,1,180.976,180.976,182.329,1,the summary of the topic that was discussed in the video about it is a united states military work the people are safety work                                                                                                 ,2,6.343,16.547,23.125,2,2,3,1,2.816,9.91,11.176,4,1,2,1.398,3.573,4.099,3,17474834
4/8/18 15:53,4/8/18 15:57,0,74.196.102.124,100,247,1,4/8/18 15:57,R_3HhP8WwAYd6OFQ0,,,,,35.959198,-96.75540161,anonymous,EN,2,31,0.905,4.789,5.921,3,3,2,1.152,4.1,5.03,2,,,1,12.749,103.298,145.06,4,It was about Isis and it was boring and made no sense to me. LOL I don't enjoy this kind of news.,1,7.81,7.81,9.759,1,2,2,3,4.654,12.933,14.177,3,5,5,4.534,9.342,10.274,4,90688043
4/8/18 15:53,4/8/18 15:57,0,137.103.25.7,100,269,1,4/8/18 15:57,R_27dsjiH2cFDVlg3,,,,,40.29229736,-78.98339844,anonymous,EN,1,39,1.336,16.06,24.314,4,3,2,2.24,4.438,5.432,2,,,1,125.368,125.368,142.874,1,A news story about the US military and its actions in Syria. It discusses what the US is doing with other countries to try and ease the military situation that is growing in Syria.,1,8.458,8.458,10.06,1,4,4,4,6.414,15.178,16.052,3,5,3,2.91,7.07,8.374,3,34444730
4/8/18 15:53,4/8/18 15:57,0,75.90.112.131,100,243,1,4/8/18 15:57,R_1gSflJofNeo5R5Y,,,,,34.29029846,-92.38469696,anonymous,EN,1,4,1.441,3.058,3.878,3,7,2,2.476,4.117,4.865,2,,,1,145.016,145.016,145.959,1,"It was talking about US involvement in Syria as the battle for Raqqa ramped up. It touched on US/Kurds/Turkey relations, as well as Russia.",1,2.03,2.03,4.147,1,2,1,4,1.894,7.645,8.811,5,4,4,2.88,5.928,7.069,2,12533437
4/8/18 15:53,4/8/18 15:57,0,73.214.69.143,100,257,1,4/8/18 15:57,R_1duTF1Yh1kZli1Y,,,,,40.33560181,-79.55069733,anonymous,EN,2,39,2.871,4.84,5.794,3,2,2,40.099,46.338,47.33,2,,1,,9.788,11.981,134.034,2,RT is speaking with the captured militants one of which was a cell leader.,4,1.278,1.278,2.664,1,2,1,1,0.627,3.135,4.071,11,2,2,4.603,6.875,7.579,29,58689397
4/8/18 15:51,4/8/18 15:57,0,173.252.114.115,100,356,1,4/8/18 15:57,R_3NCGPlt7HfTdQv5,,,,,37.45899963,-122.1781006,anonymous,EN,1,44,0.427,0.932,5.032,4,5,2,0.729,2.228,3.536,7,,1,,0.82,48.171,132.764,10,It was about Iraqi fighters and their experience and their type of influence ,4,144.065,145.375,147.365,4,4,3,3,1.217,5.061,5.097,16,3,4,2.111,3.954,4.529,8,21914512
4/8/18 15:50,4/8/18 15:57,0,75.100.39.90,100,434,1,4/8/18 15:57,R_1rkLKmCPjoBZoQv,,,,,42.6105957,-89.65139771,anonymous,EN,2,50,1.133,6.08,32.516,3,5,2,1.848,7.643,9.854,4,,1,,230.63,230.63,232.51,1,"The news report was talking with two young men who are detained but used to fight for ISIS. There are told what to do from higher orders, they have no justifications for killing civilians and would kill Americans without regret. ",4,4.998,11.909,17.45,3,2,4,4,6.772,18.577,19.785,6,5,4,5.545,12.586,13.73,3,6227908
4/8/18 15:51,4/8/18 15:57,0,148.0.4.17,100,396,1,4/8/18 15:57,R_7WdXNrP9SUcFKG5,,,,,18.46670532,-69.90000153,anonymous,EN,1,27,1.129,9.498,10.469,3,3,2,1.383,4.448,5.893,2,,,1,137.541,137.541,138.777,1,"U.S marines arriving on Syria to fight ISIS, More and more USA troops are ariving conventional and special forces",1,6.652,25.525,26.125,3,3,3,4,4.477,21.771,23.15,3,4,4,5.781,10.075,11.838,2,38874191
4/8/18 15:52,4/8/18 15:57,0,75.80.152.144,100,314,1,4/8/18 15:57,R_2s12Gl7gZIbgEJE,,,,,33.15809631,-117.3506012,anonymous,EN,1,5,0.844,1.744,4.353,4,3,2,1.627,4.115,5.833,6,,1,,149.812,195.643,196.326,9,"Sleeper cell terrorists in Baghdad. Basically two guys in prison for some terrorist activities. They said America is the real target though, be up. ",4,3.75,3.755,4.635,2,5,4,2,1.11,5.164,6.16,12,4,3,0.499,1.603,2.179,5,11599613
4/8/18 15:49,4/8/18 15:57,0,117.221.217.189,100,471,1,4/8/18 15:57,R_3kGMdu8qixetTNo,,,,,11.3500061,77.73330688,anonymous,EN,1,27,16.173,39.722,42.938,7,5,1,2.369,3.612,5.008,2,,,1,90.974,90.974,133.286,1," he marines moving into Syria are positioning howitzers to be ready to help local Syrian forces, said the offici",1,1.262,1.262,2.31,1,1,1,1,0.959,3.247,4.313,4,1,1,0.966,1.793,3.841,2,58277050
4/8/18 15:50,4/8/18 15:57,0,207.244.77.174,100,459,1,4/8/18 15:57,R_1dmCma3ubBkVops,,,,,38.77009583,-77.63210297,anonymous,EN,1,44,0.603,3.205,4.148,3,5,2,0.912,14.164,17.36,3,,1,,97.079,97.816,134.53,2,Inside the minds of ISIS. Ali learns more about these men’s backgrounds and how they came to join the militant group.,4,7.416,31.199,75.985,2,4,5,4,9.657,17.264,18.668,5,4,5,20.939,28.139,29.449,3,87589060
4/8/18 15:52,4/8/18 15:57,0,73.2.27.58,100,338,1,4/8/18 15:57,R_1rr068qODccDp7z,,,,,38.78430176,-121.3706055,anonymous,EN,2,5,2.696,6.584,8.513,3,3,2,3.587,7.653,9.339,3,,1,,14.313,195.769,197.791,3,"The topic discussed in the video was Islamic militant activity and profiles of some prisoners. The men who were interviewed described their loyalty to the cause, their hatred of Americans and their assaults to be merely following orders.",4,3.943,3.943,6.716,1,1,2,2,5.155,15.871,17.577,6,2,3,4.022,9.843,11.114,4,24057448
4/8/18 15:53,4/8/18 15:57,0,108.251.211.89,100,283,1,4/8/18 15:57,R_pNaNSJcvHnJogE1,,,,,35.5223999,-98.73310089,anonymous,EN,1,31,3.367,7.703,9.069,3,3,1,1.872,3.945,5.119,2,1,,,188.378,188.378,190.048,1,rains in southern california. Also flood advisories. ,2,4.044,4.044,5.181,1,1,1,1,4.199,16.897,18.03,3,2,1,2.781,7.12,9.479,2,74185204
4/8/18 15:51,4/8/18 15:57,0,66.196.26.83,100,401,1,4/8/18 15:57,R_RfZ4Bxr1tLv6vKx,,,,,31.04499817,-97.50869751,anonymous,EN,2,44,1.446,5.155,6.625,3,2,2,1.44,5.05,6.13,3,,1,,218.276,218.276,219.455,1,A interview of two Muslim extremists in prison talking about why they believe it is okay to kill civilians in war.  They believe they are to do what they are told for a better state.,4,3.508,3.508,4.62,1,2,1,2,3.878,21.051,22.103,3,3,3,7.333,11.267,13.043,2,84724372
4/8/18 15:51,4/8/18 15:57,0,208.81.157.130,100,354,1,4/8/18 15:57,R_3F55aWPUvCIznRD,,,,,48.34320068,-116.453598,anonymous,EN,1,13,4.117,24.864,26.499,3,6,2,1.767,3.907,5.371,5,,1,,4.363,192.351,193.407,5,Isis how they control everything.  People are controlled and they use car bombs.,1,3.646,3.703,36.102,2,5,2,1,3.51,27.119,28.654,18,3,3,1.135,4.022,4.968,10,1009576
4/8/18 15:51,4/8/18 15:57,0,117.221.143.73,100,359,1,4/8/18 15:57,R_1CJWUjLSmyV0nke,,,,,11.3500061,77.73330688,anonymous,EN,1,10,0.891,3.887,5.098,3,5,1,4.394,8.104,9.406,6,,1,,27.486,124.243,150.891,3,isis terrorist in bomb blast in location land so many people died,1,3.999,3.999,5.091,1,3,2,3,1.282,5.833,7.152,4,3,2,2.888,4.798,6.3,3,7366584
4/8/18 15:53,4/8/18 15:57,0,99.28.181.205,100,289,1,4/8/18 15:57,R_aaDpsBGwExCVhnj,,,,,42.33180237,-83.3710022,anonymous,EN,1,35,0.349,0.668,10.242,4,3,2,0.668,1.922,2.496,4,,1,,80.893,196.233,196.81,7,Interviewing detained prisoners in Bagdad. More specifically ISIS members/leaders.,4,3.459,3.468,4.703,2,2,2,4,3.636,10.94,14.283,8,5,5,2.633,4.539,5.324,5,45508113
4/8/18 15:52,4/8/18 15:58,0,173.244.44.32,100,346,1,4/8/18 15:58,R_2ZJjTBcluSkjhbP,,,,,47.60620117,-122.3320999,anonymous,EN,2,32,1.082,5.555,6.695,3,3,2,1.482,5.248,6.751,3,,1,,224.726,224.726,225.614,1,A news reporter went to Iraq to interview two cellmates who were ISIS recruits. The reporter asked them how they came to be requited and how they can justify killing civilians.,4,2.942,2.942,4.279,1,3,2,4,3.294,14.349,15.43,3,5,5,5.903,9.303,10.138,2,62041397
4/8/18 15:50,4/8/18 15:58,0,174.111.61.7,100,481,1,4/8/18 15:58,R_XvoN1jNr7PtLhRf,,,,,36.11720276,-80.07649994,anonymous,EN,2,28,4.722,7.494,8.164,3,5,2,0.775,2.991,3.822,3,,,1,3.613,3.613,319.244,1,The topic discussed in the video was questioning whether the US was becoming more involved with Syria to help in fighting ISIS.,1,3.227,3.227,9.141,1,3,1,2,3.093,13.097,13.658,6,5,5,3.98,9.839,10.755,8,18670366
4/8/18 15:50,4/8/18 15:58,0,24.126.128.242,100,450,1,4/8/18 15:58,R_3n305BJBkOGmr2r,,,,,33.9828949,-84.32420349,anonymous,EN,1,11,21.325,23.721,27.354,3,5,2,1.172,3.372,4.236,3,,,1,165.328,165.328,166.048,1,The USA military presence in Siria helping fight ISIS.,1,2.41,2.41,4.773,1,1,1,1,2.238,7.069,8.196,3,1,1,65.252,172.099,174.308,2,73190213
4/8/18 15:52,4/8/18 15:58,0,184.6.103.105,100,361,1,4/8/18 15:58,R_Xp2qmFkG3YEvoSB,,,,,38.74009705,-93.99620056,anonymous,EN,2,38,3.89,12.904,14.116,3,3,2,3.406,5.604,7.589,2,1,,,205.3,207.342,209.676,3,"It was the tv channel kcal9's weather forecast by their weatherman Craig.  It talked about all of the rain that they are getting, the flash flood warnings and watches that are in effect and the 7 day forecast.",2,6.205,6.205,9.842,1,1,2,1,5.484,14.062,15.558,4,4,3,3.759,8.814,10.781,3,96246273
4/8/18 15:50,4/8/18 15:58,0,76.26.168.50,100,438,1,4/8/18 15:58,R_8BTdECZiDm76urv,,,,,27.51480103,-80.31089783,anonymous,EN,1,10,0.746,4.729,4.926,4,2,2,2.142,107.455,108.238,5,,1,,0.283,4.418,247.189,2,inside the minds of terrorists the video talked about how they think and why,4,18.254,25.365,26.273,3,4,3,4,1.833,5.998,9.969,5,2,4,0.89,4.502,5.357,2,70307287
